Clique0	6	3	4	4	3	3	2	4	2	1	3	4	2	3	2	3	2	1	2	3	1	1	2	2	3	2	3	2	2	1	2	0	1	2	1	1	3	2	1	1	0	0	1	1	0	2	1	1	1	2	1	1	2	2	2	2	2	1	2	1	1	1	1	1	1	1	1	2	1	1	1	2	1	0	0	1	0	0	2	1	2	2	1	2	0	0	1	0	2	1	1	1	2	2	1	0	0	0	1	1	1	1	1	1	0	0	1	1	1	1	1	1	2	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clique1	3	6	4	3	4	3	2	3	2	1	2	1	1	2	2	3	2	1	3	3	1	1	2	3	2	1	2	1	1	3	3	0	1	2	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	2	1	1	2	2	2	2	2	1	2	1	1	1	1	1	2	1	1	2	1	1	1	2	1	1	0	1	0	0	2	1	2	2	1	2	2	0	0	0	1	1	1	1	0	0	0	0	0	0	1	1	1	2	1	1	0	0	1	1	2	1	1	1	2	1	1	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clique2	4	4	6	3	4	3	2	4	2	1	2	2	1	2	2	3	2	1	3	3	1	1	3	2	3	1	2	1	1	2	2	0	1	2	1	1	2	1	1	1	0	0	1	1	0	1	1	1	1	2	1	1	2	2	2	2	2	1	2	1	1	1	1	1	2	1	1	2	1	1	1	2	1	1	0	1	0	0	2	1	2	2	1	2	1	0	1	0	2	1	1	1	1	0	0	0	0	0	1	1	1	2	1	1	0	0	1	1	2	1	1	1	2	1	2	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clique3	4	3	3	6	3	4	3	3	3	2	4	2	4	4	3	3	3	2	2	3	2	1	1	2	2	3	3	2	2	1	2	0	1	2	1	1	2	2	1	2	0	1	2	1	0	1	2	1	2	2	1	1	2	2	2	2	2	1	2	1	1	1	1	2	1	1	1	2	1	1	1	2	1	0	0	2	0	1	2	1	2	2	1	2	0	1	0	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	0	0	1	2	1	1	1	1	2	1	1	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clique4	3	4	4	3	5	3	2	3	2	1	2	1	1	2	2	3	2	1	3	3	1	1	2	2	2	1	2	1	1	2	2	0	1	2	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	2	1	1	2	2	2	2	2	1	2	1	1	1	1	1	2	1	1	2	1	1	1	2	1	1	0	1	0	0	2	1	2	2	1	2	1	0	0	0	1	1	2	1	0	0	0	0	0	0	1	1	1	2	1	1	0	0	1	1	2	1	1	1	2	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clique5	3	3	3	4	3	5	4	3	4	3	3	1	2	2	3	3	3	2	2	3	3	1	1	2	2	2	2	1	1	1	2	0	1	2	1	1	1	1	1	2	0	1	2	1	0	1	2	2	2	2	1	1	2	2	2	2	2	1	2	1	1	1	1	2	1	1	1	2	1	1	1	2	1	0	0	2	0	1	2	1	2	2	1	2	0	1	0	1	1	2	1	1	0	0	0	1	1	1	1	1	1	1	1	2	0	0	1	2	1	1	1	1	2	1	1	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clique6	2	2	2	3	2	4	5	2	3	4	4	1	2	1	2	2	2	2	1	2	3	2	1	2	1	2	1	1	1	1	1	0	1	1	1	0	1	1	0	1	0	1	1	0	0	1	2	2	2	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	2	1	2	1	0	1	0	0	0	1	0	1	1	1	1	1	2	1	0	1	0	1	1	2	1	0	0	0	0	1	1	1	1	1	1	1	1	2	0	0	1	1	0	2	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clique7	4	3	4	3	3	3	2	5	2	1	2	2	1	2	2	3	2	1	2	3	1	1	2	2	3	1	2	1	1	1	2	0	1	2	1	1	2	1	1	1	0	0	1	1	0	1	1	1	1	2	1	1	2	2	2	2	2	1	2	1	1	1	1	1	1	1	1	2	1	1	1	2	1	0	0	1	0	0	2	1	2	2	1	2	0	0	1	0	2	1	1	1	1	0	0	0	0	0	1	1	2	1	1	1	0	0	1	1	1	1	1	1	2	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clique8	2	2	2	3	2	4	3	2	5	4	2	0	1	2	3	2	2	1	1	2	2	0	0	1	2	2	1	0	1	0	3	0	0	1	0	1	1	1	1	2	0	1	2	1	0	1	2	2	2	2	0	0	1	1	1	1	1	0	1	0	0	0	0	1	0	0	0	1	0	0	1	1	1	0	0	2	0	1	1	0	1	1	0	1	0	2	0	1	1	2	1	1	0	0	0	2	1	1	0	0	0	0	0	1	0	0	0	2	1	0	0	1	1	1	1	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clique9	1	1	1	2	1	3	4	1	4	5	3	0	1	1	2	1	1	1	0	1	2	1	0	1	1	2	0	0	1	0	2	0	0	0	0	0	1	1	0	1	0	1	1	0	0	1	2	2	2	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	2	0	1	1	2	1	0	0	0	0	2	1	1	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
