Clique10	2	3	2	4	1	1	1	1	3	4	5	2	3	4	2	1	2	3	0	0	1	2	3	2	2	1	0	0	0	0	1	2	0	0	1	3	0	0	0	2	3	2	2	1	2	1	1	1	1	2	1	2	1	0	1	2	1	0	1	1	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	2	2	1	1	2	1	2	2	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clique11	2	3	4	1	0	1	1	2	4	3	2	5	4	2	1	2	3	2	2	2	3	2	1	2	1	2	1	1	1	0	0	0	1	1	1	1	0	0	0	1	1	2	2	3	2	2	2	2	2	1	0	1	0	1	0	0	0	1	2	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	1	1	1	1	2	1	1	1	0	1	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clique12	2	3	4	2	0	1	1	2	3	4	3	4	5	2	1	2	3	2	2	2	2	3	2	1	1	2	1	1	1	0	0	0	1	1	1	2	0	0	0	1	2	3	2	3	3	2	2	2	2	1	0	1	0	1	0	0	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	1	1	2	1	1	1	0	1	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clique13	3	4	3	3	2	2	2	2	3	3	4	2	2	5	3	2	3	4	0	0	1	1	2	2	3	2	0	1	1	0	2	3	0	0	1	2	0	0	0	3	2	1	2	1	1	1	1	1	2	2	2	2	1	0	1	2	1	0	1	1	0	0	0	0	2	1	1	1	1	0	1	1	0	0	0	2	2	1	1	2	1	2	2	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clique14	2	3	2	1	2	1	1	1	2	2	2	1	1	3	5	2	2	3	0	0	0	0	0	1	1	1	0	2	1	0	3	2	0	0	1	0	1	1	1	1	0	0	2	1	1	1	2	1	3	2	2	1	0	1	2	1	2	0	0	0	1	1	1	0	2	2	1	2	1	0	1	1	1	1	0	2	2	2	2	1	1	2	1	0	0	1	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clique15	2	3	4	0	2	2	2	3	1	1	1	2	2	2	2	5	3	2	2	1	0	0	0	0	1	1	2	2	3	1	1	1	1	0	0	0	0	0	0	1	0	1	1	2	2	2	2	2	3	1	1	0	0	1	0	0	0	1	0	0	0	0	0	0	1	1	2	1	1	1	0	0	0	0	0	1	1	1	1	1	2	1	1	2	0	1	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clique16	2	3	4	1	1	2	2	3	2	2	2	3	3	3	2	3	5	4	1	1	1	1	1	1	2	2	1	2	2	0	1	1	0	0	0	1	0	0	0	2	1	2	1	2	2	2	2	2	3	2	2	2	0	1	0	0	0	1	1	1	0	0	0	0	1	1	2	1	1	0	0	0	0	0	0	1	1	1	1	1	2	1	1	1	1	2	2	2	1	2	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clique17	3	4	3	2	2	2	2	2	3	3	3	2	2	4	3	2	4	5	0	0	1	1	1	2	2	2	0	1	1	0	2	2	0	0	1	1	0	0	0	2	1	1	2	1	1	1	1	1	2	3	3	3	0	0	1	1	1	0	1	1	0	0	0	0	2	1	1	1	1	0	1	1	0	0	0	2	2	1	1	1	1	2	1	0	1	2	1	1	1	1	1	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clique18	2	2	3	0	1	1	1	2	1	1	0	2	2	0	0	2	1	0	4	3	1	1	0	0	0	1	3	1	2	2	0	0	3	2	1	0	0	0	0	0	0	1	1	2	1	1	1	1	1	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clique19	1	1	2	0	0	0	0	1	1	1	0	2	2	0	0	1	1	0	3	4	1	1	0	0	0	1	2	1	1	1	0	0	2	3	2	0	0	0	0	0	0	1	2	3	1	1	1	1	1	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clique20	2	2	2	1	0	1	1	1	3	2	1	3	2	1	0	0	1	1	1	1	4	3	2	2	2	3	0	0	0	0	0	0	1	1	1	1	0	0	0	1	1	1	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clique21	2	2	2	2	0	1	1	1	2	3	2	2	3	1	0	0	1	1	1	1	3	4	3	1	2	3	0	0	0	0	0	0	1	1	1	2	0	0	0	1	2	2	1	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clique22	1	1	1	3	0	1	1	1	1	2	3	1	2	2	0	0	1	1	0	0	2	3	4	1	3	2	0	0	0	0	0	1	0	0	0	3	0	0	0	2	3	2	0	0	1	0	0	0	0	0	0	1	2	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clique23	2	2	1	3	1	1	1	1	3	2	2	2	1	2	1	0	1	2	0	0	2	1	1	4	1	1	0	0	0	0	1	1	0	0	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	1	1	3	0	0	1	1	2	0	2	2	0	0	0	1	1	0	0	0	0	0	1	1	0	0	2	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clique24	2	2	2	2	1	2	2	2	1	1	2	1	1	3	1	1	2	2	0	0	2	2	3	1	4	3	0	1	1	0	1	2	0	0	0	2	0	0	0	3	2	1	0	0	0	0	0	0	1	0	1	1	2	0	0	1	0	0	1	1	0	0	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clique25	3	3	3	1	1	2	2	2	2	2	1	2	2	2	1	1	2	2	1	1	3	3	2	1	3	4	0	1	1	0	1	1	1	1	1	1	0	0	0	2	1	1	1	1	0	0	0	0	1	0	1	1	1	0	0	0	0	0	1	1	0	0	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clique26	1	1	2	0	2	1	1	2	0	0	0	1	1	0	0	2	1	0	3	2	0	0	0	0	0	0	4	2	3	3	1	1	2	1	0	0	0	0	0	0	0	1	0	1	1	1	1	1	1	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clique27	1	1	2	0	2	1	1	2	0	0	0	1	1	1	2	2	2	1	1	1	0	0	0	0	1	1	2	4	3	1	3	2	0	0	0	0	1	1	1	1	0	1	0	1	1	1	2	1	3	0	1	0	0	2	1	0	1	1	0	0	1	1	1	0	1	2	2	2	1	0	0	0	1	2	0	0	0	1	1	0	1	0	0	1	0	0	1	1	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clique28	2	2	3	0	3	2	2	3	0	0	0	1	1	1	1	3	2	1	2	1	0	0	0	0	1	1	3	3	4	2	2	2	1	0	0	0	0	0	0	1	0	1	0	1	1	1	1	1	2	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	1	1	2	1	1	1	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clique29	1	1	1	0	3	1	1	1	0	0	0	0	0	0	0	1	0	0	2	1	0	0	0	0	0	0	3	1	2	4	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clique30	2	2	1	1	3	1	1	1	1	1	1	0	0	2	3	1	1	2	0	0	0	0	0	1	1	1	1	3	2	1	4	3	0	0	1	0	1	1	1	1	0	0	1	0	0	0	1	0	2	1	2	1	0	1	2	1	2	0	0	0	1	1	1	0	2	2	1	2	1	0	1	1	1	2	0	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clique31	2	2	1	2	3	1	1	1	1	1	2	0	0	3	2	1	1	2	0	0	0	0	1	1	2	1	1	2	2	1	3	4	0	0	1	1	0	0	0	2	1	0	1	0	0	0	0	0	1	1	2	1	1	0	1	2	1	0	0	0	0	0	0	0	2	1	1	1	1	0	1	1	0	1	0	1	1	0	0	1	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clique32	3	2	2	0	1	2	2	1	1	1	0	1	1	0	0	1	0	0	3	2	1	1	0	0	0	1	2	0	1	2	0	0	4	3	2	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clique33	2	1	1	0	0	1	1	0	1	1	0	1	1	0	0	0	0	0	2	3	1	1	0	0	0	1	1	0	0	1	0	0	3	4	3	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clique34	3	2	1	1	1	1	1	0	2	2	1	1	1	1	1	0	0	1	1	2	1	1	0	1	0	1	0	0	0	0	1	1	2	3	4	0	0	0	0	0	0	0	3	2	0	0	0	0	0	1	1	1	0	0	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	1	2	2	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clique35	1	1	1	3	0	1	1	1	1	2	3	1	2	2	0	0	1	1	0	0	1	2	3	1	2	1	0	0	0	0	0	1	0	0	0	4	0	0	0	2	3	2	0	0	1	0	0	0	0	0	0	1	1	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clique36	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	4	3	3	0	0	0	0	0	0	0	1	0	1	0	0	1	0	1	1	0	2	0	0	1	1	2	1	1	0	2	0	1	0	0	0	0	1	2	2	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clique37	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	3	4	3	0	0	0	0	0	0	0	2	1	1	0	0	1	0	1	1	0	2	0	0	1	1	1	1	2	0	1	0	1	0	0	0	0	1	2	2	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clique38	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	3	3	4	0	0	0	0	0	0	0	1	0	1	0	0	1	0	1	1	0	2	0	0	1	1	1	2	1	0	1	0	2	1	0	0	0	2	2	2	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
